	data	label
59030	[ 1. -1.  1. ...  0.  0.  0.]	0
59031	[ 1. -1.  1. ...  0.  0.  0.]	25
59032	[ 1. -1. -1. ...  0.  0.  0.]	0
59033	[ 1.  1. -1. ...  0.  0.  0.]	39
59034	[ 1.  1.  1. ... -1. -1. -1.]	47
59035	[-1.  1.  1. ... -1.  1. -1.]	80
59036	[ 1.  1. -1. ...  0.  0.  0.]	6
59037	[ 1. -1. -1. ... -1. -1. -1.]	91
59038	[-1.  1.  1. ... -1. -1. -1.]	85
59039	[-1. -1. -1. ...  0.  0.  0.]	72
59040	[-1.  1. -1. ...  0.  0.  0.]	53
59041	[-1.  1.  1. ...  0.  0.  0.]	90
59042	[ 1.  1. -1. ...  0.  0.  0.]	12
59043	[ 1.  1. -1. ...  0.  0.  0.]	31
59044	[ 1.  1. -1. ...  0.  0.  0.]	12
59045	[ 1.  1. -1. ...  0.  0.  0.]	24
59046	[1. 1. 1. ... 0. 0. 0.]	84
59047	[-1.  1.  1. ...  0.  0.  0.]	65
59048	[ 1. -1. -1. ...  0.  0.  0.]	4
59049	[ 1. -1.  1. ...  0.  0.  0.]	89
59050	[ 1.  1. -1. ...  0.  0.  0.]	70
59051	[-1.  1. -1. ...  0.  0.  0.]	28
59052	[ 1. -1.  1. ... -1. -1.  1.]	69
59053	[ 1. -1.  1. ...  1. -1. -1.]	44
59054	[-1.  1. -1. ...  0.  0.  0.]	42
59055	[-1.  1.  1. ...  0.  0.  0.]	79
59056	[ 1.  1. -1. ...  0.  0.  0.]	11
59057	[-1. -1.  1. ...  0.  0.  0.]	49
59058	[ 1. -1. -1. ...  0.  0.  0.]	59
59059	[ 1. -1.  1. ...  0.  0.  0.]	75
59060	[ 1.  1. -1. ...  0.  0.  0.]	43
59061	[ 1. -1.  1. ...  0.  0.  0.]	19
59062	[-1.  1. -1. ...  0.  0.  0.]	41
59063	[-1.  1.  1. ...  0.  0.  0.]	87
59064	[ 1.  1. -1. ...  0.  0.  0.]	18
59065	[ 1. -1. -1. ...  0.  0.  0.]	26
59066	[ 1. -1.  1. ... -1. -1. -1.]	65
59067	[-1.  1.  1. ...  0.  0.  0.]	93
59068	[ 1. -1.  1. ... -1. -1. -1.]	91
59069	[-1.  1. -1. ...  1. -1. -1.]	69
59070	[1. 1. 1. ... 0. 0. 0.]	42
59071	[-1.  1. -1. ...  0.  0.  0.]	87
59072	[ 1.  1. -1. ...  0.  0.  0.]	1
59073	[-1.  1.  1. ...  0.  0.  0.]	90
59074	[-1.  1. -1. ...  0.  0.  0.]	26
59075	[-1.  1. -1. ... -1.  1. -1.]	80
59076	[-1.  1.  1. ... -1. -1. -1.]	20
59077	[-1.  1. -1. ...  0.  0.  0.]	36
59078	[-1.  1.  1. ...  0.  0.  0.]	22
59079	[-1.  1.  1. ...  0.  0.  0.]	64
59080	[-1.  1. -1. ...  0.  0.  0.]	94
59081	[ 1. -1.  1. ... -1. -1. -1.]	91
59082	[-1. -1.  1. ... -1.  1. -1.]	83
59083	[-1.  1.  1. ...  0.  0.  0.]	31
59084	[ 1. -1.  1. ...  0.  0.  0.]	50
59085	[ 1. -1.  1. ...  0.  0.  0.]	8
59086	[ 1. -1. -1. ...  0.  0.  0.]	3
59087	[-1. -1.  1. ...  0.  0.  0.]	56
59088	[ 1.  1. -1. ...  0.  0.  0.]	16
59089	[ 1. -1.  1. ... -1. -1. -1.]	68
59090	[ 1. -1.  1. ...  0.  0.  0.]	15
59091	[-1.  1. -1. ...  0.  0.  0.]	71
59092	[ 1. -1.  1. ...  0.  0.  0.]	63
59093	[ 1. -1. -1. ...  0.  0.  0.]	43
59094	[ 1. -1.  1. ...  0.  0.  0.]	25
59095	[-1. -1.  1. ...  0.  0.  0.]	63
59096	[ 1. -1.  1. ... -1. -1. -1.]	52
59097	[ 1. -1.  1. ...  0.  0.  0.]	76
59098	[ 1.  1. -1. ... -1. -1. -1.]	6
59099	[-1.  1.  1. ...  0.  0.  0.]	88
59100	[ 1.  1. -1. ...  0.  0.  0.]	70
59101	[ 1. -1. -1. ... -1. -1. -1.]	61
59102	[-1. -1.  1. ... -1.  1.  1.]	69
59103	[ 1. -1.  1. ...  0.  0.  0.]	35
59104	[ 1. -1.  1. ...  0.  0.  0.]	88
59105	[ 1. -1.  1. ...  0.  0.  0.]	2
59106	[-1. -1.  1. ...  0.  0.  0.]	78
59107	[-1.  1.  1. ...  0.  0.  0.]	61
59108	[ 1.  1. -1. ...  0.  0.  0.]	23
59109	[ 1. -1.  1. ...  0.  0.  0.]	59
59110	[1. 1. 1. ... 0. 0. 0.]	72
59111	[-1. -1. -1. ...  0.  0.  0.]	86
59112	[ 1. -1.  1. ...  0.  0.  0.]	74
59113	[1. 1. 1. ... 0. 0. 0.]	41
59114	[ 1. -1.  1. ...  0.  0.  0.]	24
59115	[ 1.  1. -1. ...  0.  0.  0.]	35
59116	[ 1.  1. -1. ...  1.  1.  1.]	20
59117	[ 1.  1.  1. ... -1. -1. -1.]	83
59118	[-1. -1. -1. ...  0.  0.  0.]	41
59119	[-1. -1. -1. ...  0.  0.  0.]	46
59120	[ 1. -1.  1. ... -1. -1.  1.]	47
59121	[ 1.  1. -1. ... -1. -1. -1.]	45
59122	[-1.  1. -1. ...  0.  0.  0.]	84
59123	[ 1. -1.  1. ... -1. -1. -1.]	85
59124	[ 1. -1. -1. ...  0.  0.  0.]	77
59125	[-1.  1.  1. ... -1. -1. -1.]	91
59126	[ 1. -1.  1. ...  0.  0.  0.]	65
59127	[-1.  1.  1. ...  0.  0.  0.]	46
59128	[ 1. -1.  1. ...  0.  0.  0.]	30
59129	[-1.  1.  1. ...  0.  0.  0.]	37
59130	[ 1. -1.  1. ... -1. -1.  1.]	44
59131	[-1. -1.  1. ...  0.  0.  0.]	79
59132	[ 1. -1.  1. ...  0.  0.  0.]	10
59133	[ 1. -1. -1. ...  0.  0.  0.]	81
59134	[ 1. -1.  1. ...  0.  0.  0.]	0
59135	[ 1. -1.  1. ...  0.  0.  0.]	75
59136	[-1.  1. -1. ...  0.  0.  0.]	73
59137	[ 1.  1. -1. ...  1. -1. -1.]	52
59138	[ 1. -1.  1. ...  0.  0.  0.]	40
59139	[ 1. -1.  1. ...  0.  0.  0.]	18
59140	[-1.  1. -1. ...  0.  0.  0.]	35
59141	[ 1. -1.  1. ...  0.  0.  0.]	2
59142	[-1.  1. -1. ...  0.  0.  0.]	50
59143	[-1.  1. -1. ...  0.  0.  0.]	72
59144	[-1.  1. -1. ...  0.  0.  0.]	84
59145	[-1.  1. -1. ...  0.  0.  0.]	59
59146	[ 1.  1. -1. ...  0.  0.  0.]	1
59147	[ 1. -1. -1. ...  0.  0.  0.]	5
59148	[-1.  1.  1. ...  0.  0.  0.]	70
59149	[1. 1. 1. ... 0. 0. 0.]	36
59150	[ 1.  1. -1. ...  0.  0.  0.]	55
59151	[-1. -1.  1. ...  0.  0.  0.]	20
59152	[ 1. -1.  1. ...  0.  0.  0.]	19
59153	[-1. -1.  1. ... -1. -1. -1.]	73
59154	[ 1.  1. -1. ...  0.  0.  0.]	75
59155	[ 1. -1. -1. ...  0.  0.  0.]	22
59156	[ 1.  1.  1. ... -1. -1. -1.]	91
59157	[ 1. -1. -1. ...  0.  0.  0.]	1
59158	[ 1. -1.  1. ...  0.  0.  0.]	14
59159	[-1.  1. -1. ...  0.  0.  0.]	40
59160	[ 1. -1.  1. ... -1.  1. -1.]	83
59161	[ 1.  1.  1. ... -1. -1. -1.]	85
59162	[-1. -1.  1. ... -1. -1. -1.]	60
59163	[-1.  1. -1. ...  0.  0.  0.]	12
59164	[-1.  1.  1. ...  0.  0.  0.]	68
59165	[1. 1. 1. ... 0. 0. 0.]	71
59166	[ 1. -1.  1. ...  0.  0.  0.]	76
59167	[ 1.  1. -1. ...  0.  0.  0.]	62
59168	[ 1. -1.  1. ...  0.  0.  0.]	9
59169	[-1.  1. -1. ...  0.  0.  0.]	39
59170	[ 1. -1.  1. ...  0.  0.  0.]	42
59171	[ 1. -1. -1. ...  0.  0.  0.]	66
59172	[ 1. -1.  1. ... -1.  1.  1.]	69
59173	[ 1.  1. -1. ...  0.  0.  0.]	88
59174	[ 1. -1.  1. ...  0.  0.  0.]	15
59175	[ 1. -1.  1. ...  0.  0.  0.]	37
59176	[ 1.  1. -1. ...  0.  0.  0.]	38
59177	[-1. -1.  1. ...  0.  0.  0.]	88
59178	[ 1.  1.  1. ... -1. -1. -1.]	70
59179	[ 1.  1. -1. ...  0.  0.  0.]	65
59180	[-1.  1.  1. ... -1. -1. -1.]	21
59181	[ 1.  1. -1. ...  0.  0.  0.]	79
59182	[1. 1. 1. ... 0. 0. 0.]	24
59183	[-1.  1.  1. ...  0.  0.  0.]	72
59184	[ 1. -1.  1. ... -1. -1. -1.]	6
59185	[-1. -1.  1. ... -1. -1. -1.]	48
59186	[ 1. -1.  1. ...  0.  0.  0.]	79
59187	[ 1.  1. -1. ...  0.  0.  0.]	83
59188	[ 1. -1.  1. ...  0.  0.  0.]	30
59189	[1. 1. 1. ... 0. 0. 0.]	9
59190	[ 1.  1. -1. ...  0.  0.  0.]	53
59191	[-1.  1. -1. ...  0.  0.  0.]	23
59192	[ 1.  1. -1. ...  0.  0.  0.]	3
59193	[ 1. -1. -1. ...  0.  0.  0.]	30
59194	[ 1. -1.  1. ...  0.  0.  0.]	23
59195	[-1.  1.  1. ...  0.  0.  0.]	53
59196	[-1. -1. -1. ...  0.  0.  0.]	72
59197	[ 1. -1. -1. ... -1. -1. -1.]	56
59198	[ 1.  1. -1. ...  1.  1.  1.]	42
59199	[1. 1. 1. ... 0. 0. 0.]	88
59200	[ 1. -1.  1. ... -1. -1.  1.]	13
59201	[ 1. -1.  1. ...  0.  0.  0.]	22
59202	[-1.  1.  1. ... -1.  1.  1.]	30
59203	[1. 1. 1. ... 0. 0. 0.]	72
59204	[ 1. -1. -1. ... -1. -1. -1.]	58
59205	[-1.  1. -1. ...  0.  0.  0.]	43
59206	[ 1.  1. -1. ... -1. -1. -1.]	48
59207	[-1.  1.  1. ...  0.  0.  0.]	93
59208	[-1.  1.  1. ...  0.  0.  0.]	19
59209	[ 1. -1.  1. ...  0.  0.  0.]	73
59210	[-1. -1.  1. ...  0.  0.  0.]	87
59211	[ 1. -1. -1. ...  0.  0.  0.]	9
59212	[ 1. -1.  1. ...  0.  0.  0.]	3
59213	[-1. -1. -1. ...  0.  0.  0.]	81
59214	[ 1. -1. -1. ...  0.  0.  0.]	15
59215	[ 1.  1. -1. ...  0.  0.  0.]	41
59216	[-1. -1.  1. ...  0.  0.  0.]	23
59217	[1. 1. 1. ... 0. 0. 0.]	74
59218	[-1.  1. -1. ...  0.  0.  0.]	93
59219	[-1.  1. -1. ...  0.  0.  0.]	63
59220	[ 1. -1.  1. ...  0.  0.  0.]	76
59221	[-1.  1.  1. ...  0.  0.  0.]	6
59222	[ 1. -1.  1. ...  0.  0.  0.]	25
59223	[ 1. -1.  1. ...  0.  0.  0.]	10
59224	[ 1. -1.  1. ...  0.  0.  0.]	17
59225	[ 1.  1. -1. ...  0.  0.  0.]	12
59226	[-1. -1.  1. ...  0.  0.  0.]	87
59227	[-1.  1.  1. ...  1. -1. -1.]	91
59228	[ 1. -1.  1. ...  0.  0.  0.]	61
59229	[ 1. -1. -1. ...  0.  0.  0.]	58
59230	[ 1. -1. -1. ...  0.  0.  0.]	28
59231	[-1.  1.  1. ...  0.  0.  0.]	65
59232	[ 1. -1.  1. ...  0.  0.  0.]	57
59233	[ 1. -1.  1. ... -1.  1. -1.]	48
59234	[ 1.  1. -1. ...  0.  0.  0.]	9
59235	[ 1.  1. -1. ...  0.  0.  0.]	66
59236	[ 1. -1. -1. ...  0.  0.  0.]	42
59237	[ 1.  1. -1. ...  0.  0.  0.]	18
59238	[ 1.  1. -1. ...  0.  0.  0.]	14
59239	[1. 1. 1. ... 0. 0. 0.]	35
59240	[ 1.  1. -1. ...  0.  0.  0.]	78
59241	[ 1. -1. -1. ...  0.  0.  0.]	19
59242	[ 1. -1.  1. ...  0.  0.  0.]	87
59243	[-1. -1.  1. ...  0.  0.  0.]	86
59244	[ 1.  1. -1. ...  0.  0.  0.]	27
59245	[1. 1. 1. ... 0. 0. 0.]	67
59246	[-1. -1. -1. ...  0.  0.  0.]	41
59247	[ 1. -1.  1. ...  0.  0.  0.]	4
59248	[ 1. -1. -1. ...  0.  0.  0.]	8
59249	[ 1. -1. -1. ...  0.  0.  0.]	88
59250	[ 1.  1. -1. ...  1. -1. -1.]	42
59251	[-1. -1.  1. ... -1. -1. -1.]	49
59252	[-1.  1.  1. ...  0.  0.  0.]	57
59253	[ 1. -1.  1. ...  0.  0.  0.]	27
59254	[-1.  1.  1. ... -1. -1. -1.]	21
59255	[ 1.  1. -1. ...  0.  0.  0.]	14
59256	[ 1. -1. -1. ... -1. -1. -1.]	47
59257	[ 1. -1.  1. ...  0.  0.  0.]	24
59258	[ 1. -1.  1. ...  0.  0.  0.]	32
59259	[-1. -1.  1. ...  0.  0.  0.]	84
59260	[ 1. -1.  1. ...  0.  0.  0.]	18
59261	[1. 1. 1. ... 0. 0. 0.]	65
59262	[ 1.  1.  1. ... -1. -1. -1.]	44
59263	[ 1. -1.  1. ...  0.  0.  0.]	90
59264	[ 1.  1. -1. ...  0.  0.  0.]	65
59265	[ 1.  1. -1. ...  0.  0.  0.]	62
59266	[ 1. -1. -1. ...  0.  0.  0.]	22
59267	[ 1. -1.  1. ...  0.  0.  0.]	81
59268	[ 1. -1.  1. ...  0.  0.  0.]	23
59269	[-1. -1.  1. ...  0.  0.  0.]	89
59270	[ 1. -1.  1. ...  0.  0.  0.]	41
59271	[ 1.  1.  1. ... -1. -1. -1.]	73
59272	[ 1. -1. -1. ...  0.  0.  0.]	81
59273	[-1. -1.  1. ...  0.  0.  0.]	90
59274	[ 1. -1.  1. ...  0.  0.  0.]	38
59275	[-1.  1.  1. ...  0.  0.  0.]	9
59276	[ 1. -1. -1. ...  0.  0.  0.]	88
59277	[ 1. -1. -1. ...  0.  0.  0.]	3
59278	[ 1. -1.  1. ...  0.  0.  0.]	24
59279	[ 1. -1. -1. ...  0.  0.  0.]	31
59280	[ 1.  1.  1. ... -1. -1. -1.]	6
59281	[ 1. -1. -1. ...  0.  0.  0.]	14
59282	[ 1.  1. -1. ...  0.  0.  0.]	54
59283	[-1.  1. -1. ...  0.  0.  0.]	11
59284	[ 1. -1.  1. ...  0.  0.  0.]	94
59285	[-1. -1.  1. ...  0.  0.  0.]	89
59286	[ 1.  1. -1. ...  0.  0.  0.]	38
59287	[-1.  1. -1. ...  0.  0.  0.]	53
59288	[-1.  1. -1. ...  0.  0.  0.]	64
59289	[ 1. -1.  1. ...  0.  0.  0.]	28
59290	[ 1.  1. -1. ...  0.  0.  0.]	31
59291	[-1.  1. -1. ...  0.  0.  0.]	55
59292	[ 1.  1. -1. ...  0.  0.  0.]	26
59293	[-1.  1.  1. ...  0.  0.  0.]	74
59294	[-1.  1. -1. ...  0.  0.  0.]	16
59295	[-1.  1.  1. ...  0.  0.  0.]	93
59296	[-1. -1.  1. ...  0.  0.  0.]	94
59297	[-1.  1.  1. ... -1. -1.  1.]	69
59298	[ 1. -1. -1. ...  0.  0.  0.]	63
59299	[-1.  1.  1. ...  0.  0.  0.]	63
59300	[ 1.  1. -1. ...  0.  0.  0.]	56
59301	[1. 1. 1. ... 0. 0. 0.]	71
59302	[1. 1. 1. ... 0. 0. 0.]	78
59303	[ 1.  1. -1. ... -1. -1. -1.]	67
59304	[ 1. -1.  1. ...  0.  0.  0.]	3
59305	[ 1.  1. -1. ...  0.  0.  0.]	71
59306	[ 1.  1. -1. ... -1. -1. -1.]	67
59307	[1. 1. 1. ... 0. 0. 0.]	79
59308	[ 1. -1.  1. ...  0.  0.  0.]	25
59309	[-1. -1.  1. ...  0.  0.  0.]	81
59310	[ 1. -1. -1. ...  0.  0.  0.]	46
59311	[-1. -1.  1. ...  0.  0.  0.]	81
59312	[-1.  1. -1. ...  0.  0.  0.]	31
59313	[1. 1. 1. ... 0. 0. 0.]	61
59314	[1. 1. 1. ... 0. 0. 0.]	64
59315	[-1.  1.  1. ...  0.  0.  0.]	51
59316	[-1.  1. -1. ...  0.  0.  0.]	30
59317	[ 1. -1. -1. ... -1. -1. -1.]	21
59318	[ 1. -1.  1. ...  0.  0.  0.]	9
59319	[ 1. -1.  1. ...  0.  0.  0.]	40
59320	[-1.  1. -1. ...  0.  0.  0.]	22
59321	[ 1.  1. -1. ...  0.  0.  0.]	71
59322	[-1. -1.  1. ...  0.  0.  0.]	86
59323	[ 1.  1. -1. ...  0.  0.  0.]	4
59324	[ 1. -1.  1. ...  0.  0.  0.]	78
59325	[1. 1. 1. ... 0. 0. 0.]	53
59326	[-1.  1.  1. ...  1.  1.  1.]	47
59327	[-1. -1. -1. ...  0.  0.  0.]	41
59328	[ 1. -1.  1. ...  0.  0.  0.]	93
59329	[ 1.  1.  1. ... -1. -1. -1.]	58
59330	[ 1.  1. -1. ...  0.  0.  0.]	63
59331	[ 1. -1.  1. ...  0.  0.  0.]	55
59332	[1. 1. 1. ... 0. 0. 0.]	72
59333	[ 1. -1.  1. ...  0.  0.  0.]	81
59334	[ 1.  1. -1. ... -1. -1. -1.]	47
59335	[-1.  1.  1. ...  0.  0.  0.]	94
59336	[ 1. -1.  1. ...  0.  0.  0.]	4
59337	[-1.  1.  1. ...  0.  0.  0.]	35
59338	[-1. -1.  1. ...  0.  0.  0.]	68
59339	[1. 1. 1. ... 0. 0. 0.]	38
59340	[ 1.  1. -1. ... -1. -1. -1.]	10
59341	[ 1. -1. -1. ...  0.  0.  0.]	19
59342	[ 1.  1. -1. ...  0.  0.  0.]	38
59343	[ 1. -1.  1. ...  0.  0.  0.]	35
59344	[-1.  1.  1. ...  0.  0.  0.]	62
59345	[ 1. -1.  1. ...  0.  0.  0.]	38
59346	[-1.  1. -1. ...  0.  0.  0.]	46
59347	[-1. -1. -1. ...  0.  0.  0.]	74
59348	[ 1.  1. -1. ...  0.  0.  0.]	94
59349	[ 1.  1. -1. ...  0.  0.  0.]	37
59350	[ 1. -1. -1. ...  0.  0.  0.]	31
59351	[ 1. -1. -1. ...  0.  0.  0.]	75
59352	[ 1. -1.  1. ...  0.  0.  0.]	33
59353	[-1.  1.  1. ...  0.  0.  0.]	34
59354	[-1.  1.  1. ...  0.  0.  0.]	54
59355	[-1.  1.  1. ...  0.  0.  0.]	94
59356	[1. 1. 1. ... 0. 0. 0.]	30
59357	[-1.  1. -1. ...  0.  0.  0.]	55
59358	[ 1. -1.  1. ...  0.  0.  0.]	9
59359	[ 1.  1. -1. ...  1.  1.  1.]	13
59360	[1. 1. 1. ... 0. 0. 0.]	90
59361	[-1. -1.  1. ...  0.  0.  0.]	92
59362	[ 1. -1.  1. ... -1. -1. -1.]	44
59363	[-1. -1.  1. ...  0.  0.  0.]	66
59364	[ 1.  1. -1. ...  0.  0.  0.]	32
59365	[-1.  1. -1. ...  0.  0.  0.]	6
59366	[-1. -1.  1. ...  0.  0.  0.]	74
59367	[-1.  1. -1. ...  0.  0.  0.]	68
59368	[ 1.  1. -1. ...  0.  0.  0.]	28
59369	[ 1.  1. -1. ... -1. -1. -1.]	21
59370	[-1.  1.  1. ...  0.  0.  0.]	50
59371	[ 1.  1. -1. ... -1. -1. -1.]	48
59372	[ 1. -1. -1. ...  0.  0.  0.]	0
59373	[1. 1. 1. ... 0. 0. 0.]	90
59374	[-1.  1. -1. ... -1. -1.  1.]	52
59375	[ 1. -1. -1. ... -1. -1. -1.]	48
59376	[ 1. -1.  1. ... -1. -1. -1.]	58
59377	[-1.  1. -1. ...  0.  0.  0.]	51
59378	[-1. -1.  1. ...  0.  0.  0.]	68
59379	[ 1. -1.  1. ...  0.  0.  0.]	40
59380	[-1. -1.  1. ...  0.  0.  0.]	74
59381	[-1.  1.  1. ...  0.  0.  0.]	75
59382	[1. 1. 1. ... 0. 0. 0.]	36
59383	[-1. -1.  1. ...  1. -1.  1.]	83
59384	[-1.  1.  1. ...  0.  0.  0.]	27
59385	[ 1. -1. -1. ...  0.  0.  0.]	37
59386	[ 1.  1. -1. ...  0.  0.  0.]	90
59387	[-1.  1. -1. ...  0.  0.  0.]	59
59388	[ 1. -1.  1. ... -1. -1. -1.]	21
59389	[1. 1. 1. ... 0. 0. 0.]	93
59390	[ 1. -1.  1. ...  0.  0.  0.]	36
59391	[ 1.  1. -1. ...  0.  0.  0.]	90
59392	[ 1. -1.  1. ... -1. -1. -1.]	13
59393	[ 1. -1.  1. ...  0.  0.  0.]	19
59394	[-1.  1.  1. ...  0.  0.  0.]	40
59395	[-1. -1.  1. ...  0.  0.  0.]	90
59396	[ 1. -1.  1. ...  0.  0.  0.]	19
59397	[ 1. -1.  1. ...  0.  0.  0.]	32
59398	[1. 1. 1. ... 0. 0. 0.]	94
59399	[ 1. -1. -1. ...  0.  0.  0.]	4
59400	[-1.  1. -1. ...  0.  0.  0.]	88
59401	[-1.  1.  1. ... -1. -1. -1.]	58
59402	[ 1. -1.  1. ...  0.  0.  0.]	15
59403	[ 1. -1.  1. ...  0.  0.  0.]	4
59404	[-1.  1.  1. ...  0.  0.  0.]	16
59405	[-1. -1.  1. ...  0.  0.  0.]	46
59406	[ 1. -1.  1. ...  0.  0.  0.]	94
59407	[ 1.  1.  1. ... -1. -1. -1.]	85
59408	[ 1. -1.  1. ...  0.  0.  0.]	75
59409	[ 1. -1.  1. ...  0.  0.  0.]	32
59410	[1. 1. 1. ... 0. 0. 0.]	53
59411	[-1.  1.  1. ...  0.  0.  0.]	88
59412	[ 1.  1. -1. ...  0.  0.  0.]	19
59413	[-1.  1.  1. ...  0.  0.  0.]	72
59414	[-1.  1. -1. ...  0.  0.  0.]	76
59415	[1. 1. 1. ... 0. 0. 0.]	28
59416	[ 1. -1. -1. ...  0.  0.  0.]	59
59417	[ 1. -1.  1. ... -1. -1. -1.]	29
59418	[ 1.  1. -1. ...  0.  0.  0.]	11
59419	[ 1. -1.  1. ...  1.  1. -1.]	13
59420	[-1.  1.  1. ...  0.  0.  0.]	66
59421	[-1.  1. -1. ...  0.  0.  0.]	22
59422	[ 1. -1. -1. ...  0.  0.  0.]	5
59423	[ 1.  1.  1. ... -1. -1. -1.]	58
59424	[ 1. -1.  1. ...  0.  0.  0.]	8
59425	[1. 1. 1. ... 0. 0. 0.]	79
59426	[-1.  1. -1. ...  0.  0.  0.]	47
59427	[ 1. -1.  1. ...  0.  0.  0.]	15
59428	[ 1. -1.  1. ...  1.  1. -1.]	47
59429	[1. 1. 1. ... 0. 0. 0.]	36
59430	[ 1.  1.  1. ... -1.  1. -1.]	45
59431	[-1.  1.  1. ... -1. -1. -1.]	45
59432	[-1. -1.  1. ...  0.  0.  0.]	67
59433	[-1. -1.  1. ... -1. -1. -1.]	91
59434	[ 1. -1.  1. ...  0.  0.  0.]	75
59435	[ 1. -1. -1. ...  0.  0.  0.]	59
59436	[ 1. -1.  1. ... -1. -1. -1.]	85
59437	[ 1. -1.  1. ...  0.  0.  0.]	84
59438	[ 1. -1.  1. ...  0.  0.  0.]	28
59439	[ 1. -1.  1. ...  0.  0.  0.]	27
59440	[ 1.  1. -1. ...  0.  0.  0.]	84
59441	[ 1.  1. -1. ... -1. -1. -1.]	69
59442	[ 1. -1. -1. ...  0.  0.  0.]	41
59443	[ 1. -1.  1. ...  0.  0.  0.]	26
59444	[ 1.  1. -1. ...  0.  0.  0.]	38
59445	[ 1. -1. -1. ...  0.  0.  0.]	4
59446	[ 1.  1. -1. ...  0.  0.  0.]	77
59447	[ 1.  1. -1. ...  1.  1. -1.]	85
59448	[-1.  1.  1. ...  0.  0.  0.]	93
59449	[-1.  1.  1. ...  1. -1.  1.]	44
59450	[-1.  1. -1. ...  0.  0.  0.]	39
59451	[ 1. -1.  1. ... -1. -1. -1.]	60
59452	[-1. -1.  1. ...  0.  0.  0.]	42
59453	[ 1.  1. -1. ... -1. -1. -1.]	6
59454	[1. 1. 1. ... 0. 0. 0.]	62
59455	[-1.  1. -1. ...  0.  0.  0.]	94
59456	[1. 1. 1. ... 0. 0. 0.]	36
59457	[ 1. -1.  1. ... -1. -1. -1.]	17
59458	[ 1. -1.  1. ...  0.  0.  0.]	41
59459	[ 1. -1.  1. ...  0.  0.  0.]	43
59460	[-1. -1. -1. ...  0.  0.  0.]	86
59461	[-1. -1. -1. ...  1. -1. -1.]	70
59462	[-1.  1.  1. ... -1. -1.  1.]	69
59463	[ 1. -1.  1. ...  0.  0.  0.]	40
59464	[ 1. -1.  1. ...  0.  0.  0.]	10
59465	[ 1.  1. -1. ...  0.  0.  0.]	36
59466	[1. 1. 1. ... 0. 0. 0.]	75
59467	[ 1. -1.  1. ...  0.  0.  0.]	73
59468	[ 1. -1. -1. ...  0.  0.  0.]	1
59469	[ 1. -1.  1. ...  0.  0.  0.]	27
59470	[ 1. -1.  1. ...  0.  0.  0.]	9
59471	[ 1.  1. -1. ...  0.  0.  0.]	89
59472	[ 1.  1. -1. ...  0.  0.  0.]	20
59473	[ 1. -1. -1. ...  0.  0.  0.]	28
59474	[-1.  1.  1. ...  0.  0.  0.]	74
59475	[-1. -1. -1. ... -1.  1. -1.]	48
59476	[ 1. -1.  1. ...  0.  0.  0.]	78
59477	[ 1. -1.  1. ...  0.  0.  0.]	2
59478	[ 1. -1.  1. ... -1. -1. -1.]	91
59479	[ 1.  1. -1. ...  0.  0.  0.]	66
59480	[-1.  1. -1. ...  0.  0.  0.]	19
59481	[-1.  1. -1. ...  0.  0.  0.]	90
59482	[ 1. -1.  1. ...  0.  0.  0.]	11
59483	[ 1. -1. -1. ...  0.  0.  0.]	82
59484	[ 1.  1.  1. ... -1. -1. -1.]	44
59485	[-1.  1. -1. ... -1. -1. -1.]	91
59486	[-1.  1. -1. ...  0.  0.  0.]	59
59487	[ 1. -1. -1. ...  0.  0.  0.]	46
59488	[ 1. -1. -1. ...  0.  0.  0.]	16
59489	[ 1. -1.  1. ...  0.  0.  0.]	64
59490	[ 1.  1. -1. ...  0.  0.  0.]	24
59491	[1. 1. 1. ... 0. 0. 0.]	77
59492	[ 1. -1. -1. ...  0.  0.  0.]	90
59493	[ 1.  1. -1. ...  0.  0.  0.]	35
59494	[-1. -1.  1. ...  1.  1.  1.]	54
59495	[1. 1. 1. ... 0. 0. 0.]	51
59496	[ 1.  1. -1. ... -1. -1. -1.]	91
59497	[ 1. -1.  1. ...  0.  0.  0.]	35
59498	[ 1. -1.  1. ... -1. -1. -1.]	33
59499	[ 1. -1.  1. ...  0.  0.  0.]	36
59500	[-1.  1.  1. ...  0.  0.  0.]	34
59501	[-1.  1. -1. ... -1. -1. -1.]	17
59502	[1. 1. 1. ... 0. 0. 0.]	79
59503	[1. 1. 1. ... 0. 0. 0.]	43
59504	[1. 1. 1. ... 0. 0. 0.]	25
59505	[-1. -1. -1. ...  0.  0.  0.]	89
59506	[-1.  1.  1. ...  0.  0.  0.]	23
59507	[ 1.  1. -1. ...  0.  0.  0.]	54
59508	[ 1. -1.  1. ...  0.  0.  0.]	50
59509	[ 1. -1. -1. ...  0.  0.  0.]	76
59510	[ 1. -1. -1. ...  0.  0.  0.]	11
59511	[-1.  1. -1. ... -1. -1. -1.]	45
59512	[-1.  1.  1. ...  0.  0.  0.]	32
59513	[ 1.  1. -1. ...  0.  0.  0.]	36
59514	[ 1. -1.  1. ...  0.  0.  0.]	57
59515	[ 1.  1. -1. ...  0.  0.  0.]	71
59516	[ 1. -1.  1. ...  0.  0.  0.]	59
59517	[-1.  1. -1. ... -1. -1. -1.]	60
59518	[-1. -1. -1. ...  0.  0.  0.]	90
59519	[-1.  1. -1. ...  0.  0.  0.]	38
59520	[ 1. -1. -1. ...  0.  0.  0.]	0
